347.242 52.2493 -11.7771 -2
9.68049 51.7727 -11.7771 -2
338.216 46.0366 -11.7771 -2
358.397 37.2573 -6.1946 -21
339.636 42.4709 -6.1946 -21
334.918 46.4638 -6.1946 -21
13.7035 41.6794 -4.3937 -29
331.639 29.0275 -4.3937 -29
349.954 47.9429 -4.3937 -29
342.736 20.8759 1.6775 -47
4.08913 43.7593 1.6775 -47
359.680 30.4149 1.6775 -47
346.004 47.2846 6.8026 -9
342.047 46.6271 6.8026 -9
347.862 31.7526 6.8026 -9
0.583997 32.1065 7.4077 0
347.800 36.9179 7.4077 0
22.7202 23.0659 7.4077 0
350.854 54.2864 11.6101 11
353.393 35.7710 11.6101 11
12.9376 61.8578 11.6101 11
357.658 20.5391 12.7665 19
4.13462 34.5702 12.7665 19
346.368 41.2289 12.7665 19
2.12192 27.2646 13.4203 32
15.3741 39.6617 13.4203 32
354.168 49.8195 13.4203 32
350.084 29.5132 14.3708 45
332.490 37.9848 14.3708 45
17.1914 47.5204 14.3708 45
170.476 -14.6286 -11.7771 -2
151.056 -38.2904 -11.7771 -2
215.467 -35.3519 -11.7771 -2
205.040 -43.8515 -6.1946 -21
190.411 -39.4653 -6.1946 -21
174.024 -30.0616 -6.1946 -21
175.645 -16.4298 -4.3937 -29
164.032 -22.2517 -4.3937 -29
137.405 -39.1455 -4.3937 -29
173.293 -28.6728 1.6775 -47
164.103 -30.8288 1.6775 -47
196.121 -49.5003 1.6775 -47
180.859 -25.9331 6.8026 -9
168.448 -54.0489 6.8026 -9
171.209 -40.7840 6.8026 -9
200.490 -47.7910 7.4077 0
181.439 -72.3571 7.4077 0
204.891 -50.8016 7.4077 0
170.127 -35.3761 11.6101 11
187.942 -48.0173 11.6101 11
180.448 -32.4973 11.6101 11
167.434 -36.0769 12.7665 19
188.319 -44.3223 12.7665 19
213.548 -48.8125 12.7665 19
197.749 -26.4296 13.4203 32
180.792 -67.2755 13.4203 32
211.340 -45.6194 13.4203 32
193.125 -32.3821 14.3708 45
197.726 -50.5120 14.3708 45
160.316 -53.1005 14.3708 45
