3.422073052445250596e+01 5.488470708889709471e+01
2.484858215472240772e+01 5.664643605160562601e+01
3.377040935114368949e+02 4.138990896349655202e+01
1.086137351011700503e+01 4.050074483166783779e+01
2.259405645350261693e+01 5.183472883968305212e+01
3.538551161515532613e+02 2.761441845157518316e+01
2.344918133185035458e+01 3.697479256269005532e+01
9.627015929174376652e+00 4.562385887869068313e+01
3.165689035806678930e+00 4.730781303116079783e+01
3.463096664908454159e+02 5.470167202784470106e+01
3.498048566845418463e+02 5.711464578576538997e+01
3.344688435091786687e+02 6.191338737269013137e+01
1.699269441150727289e+01 3.780969022029956506e+01
2.294884353829900192e+01 3.315907341869944247e+01
3.490336658117380466e+02 3.915013833947504907e+01
1.950958689442086325e+01 5.091587678593445077e+01
1.631997814372573430e+01 3.119992577453146509e+01
2.066017226532085260e+01 4.005447713220372918e+01
1.760180291077256243e+01 2.842883973277268339e+01
3.338822384866448374e+02 4.019323443406727137e+01
