tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	238.50	-69.6	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	8.08E-07	4	2.73E+02	13	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-01T19:20:00Z	0	2.00E-05	0	-90	5.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	238.20	-73.9	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.60E-07	4	2.73E+02	14	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-01T21:23:00Z	0	2.00E-05	0	-90	5.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	233.40	76	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.62E-07	4	2.73E+02	15	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-02T15:52:00Z	0	0	0	0	5.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	232.20	76.6	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	8.84E-07	4	2.73E+02	16	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-02T17:40:00Z	0	0	0	0	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	239.00	-74.7	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.25E-07	4	2.73E+02	17	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-02T19:40:00Z	0	2.00E-05	0	-90	5.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	239.20	-76.3	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.09E-06	4	2.73E+02	18	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-02T21:33:00Z	0	2.00E-05	0	-90	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	242.00	-79.5	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.26E-06	4	2.73E+02	19	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-03T15:47:00Z	0	2.00E-05	0	-90	6.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	233.40	74.9	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	7.13E-07	4	2.73E+02	20	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-03T17:34:00Z	0	0	0	0	6.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	233.10	74.3	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	6.29E-07	4	2.73E+02	21	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-03T19:24:00Z	0	0	0	0	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	241.50	-80.5	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.27E-06	4	2.73E+02	22	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-03T21:48:00Z	0	2.00E-05	0	-90	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	242.00	-82.1	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.41E-06	4	2.73E+02	23	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-04T15:58:00Z	0	2.00E-05	0	-90	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	246.30	-84	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.71E-06	4	2.73E+02	24	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-04T17:45:00Z	0	2.00E-05	0	-90	6.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	238.40	72.7	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	4.10E-07	4	2.73E+02	25	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-04T19:33:00Z	0	0	0	0	6.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	237.80	71.1	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.47E-07	4	2.73E+02	26	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-04T21:32:00Z	0	0	0	0	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	249.20	-86.4	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.83E-06	4	2.73E+02	27	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-05T15:58:00Z	0	2.00E-05	0	-90	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	254.70	-86.4	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.13E-06	4	2.73E+02	28	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-05T17:48:00Z	0	2.00E-05	0	-90	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.1	252.20	-88.1	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.44E-06	4	2.73E+02	29	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-05T19:38:00Z	0	2.00E-05	0	-90	7.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	241.80	59.4	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	8.56E-08	4	2.73E+02	30	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-05T21:28:00Z	0	0	0	0	7.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	235.00	61.2	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	3.25E-08	4	2.73E+02	31	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-08T16:03:00Z	0	0	0	0	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	270.30	-88.2	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.37E-06	4	2.73E+02	32	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-08T17:53:00Z	0	2.00E-05	0	-90	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	260.60	-88.1	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.51E-06	4	2.73E+02	33	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-08T19:45:00Z	0	2.00E-05	0	-90	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	252.80	-88.3	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.55E-06	4	2.73E+02	34	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-08T21:38:00Z	0	2.00E-05	0	-90	7.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	229.40	-73.2	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.26E-08	4	2.73E+02	35	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-09T15:50:00Z	0	0	0	0	7.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	241.60	-66.7	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.87E-08	4	2.73E+02	36	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-09T17:47:00Z	0	0	0	0	7.83E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	259.60	-88.4	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.45E-06	4	2.73E+02	37	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-09T20:38:00Z	0	2.00E-05	0	-90	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	246.60	-88.4	hw128d2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.45E-06	4	2.73E+02	38	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d2	u	2011-08-10T17:29:00Z	0	2.00E-05	0	-90	7.83E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.4	352.20	-23.1	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	3.69E-06	4	2.73E+02	1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-28T14:56:00Z	0	0	0	0	2.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	352.10	-24.2	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	3.11E-06	4	2.73E+02	2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-28T16:26:00Z	0	0	0	0	3.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	352.50	-29.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	3.26E-06	4	2.73E+02	3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-28T17:51:00Z	0	2.00E-05	0	-90	3.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	352.70	-52.2	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.46E-06	4	2.73E+02	4	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-28T19:26:00Z	0	2.00E-05	0	-90	4.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	352.30	-27.6	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.63E-06	4	2.73E+02	5	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-28T21:02:00Z	0	0	0	0	4.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.60	-27	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.42E-06	4	2.73E+02	6	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-29T15:42:00Z	0	0	0	0	4.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.4	352.70	-39.4	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.65E-06	4	2.73E+02	7	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-29T17:06:00Z	0	2.00E-05	0	-90	3.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	352.80	-55.2	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.36E-06	4	2.73E+02	8	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-29T18:39:00Z	0	2.00E-05	0	-90	4.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	352.40	-58.6	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.32E-06	4	2.73E+02	9	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-29T20:16:00Z	0	2.00E-05	0	-90	5.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.00	-27.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.30E-06	4	2.73E+02	10	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-07-29T21:56:00Z	0	0	0	0	5.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	350.00	-26.8	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.18E-06	4	2.73E+02	11	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-01T15:43:00Z	0	0	0	0	5.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	351.90	-58	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.11E-06	4	2.73E+02	12	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-01T17:21:00Z	0	2.00E-05	0	-90	4.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	353.10	-60.1	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.26E-06	4	2.73E+02	13	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-01T19:20:00Z	0	2.00E-05	0	-90	5.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	353.80	-62.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.24E-06	4	2.73E+02	14	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-01T21:23:00Z	0	2.00E-05	0	-90	5.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.00	-28.4	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.08E-06	4	2.73E+02	15	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-02T15:52:00Z	0	0	0	0	5.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.30	-27.3	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.43E-07	4	2.73E+02	16	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-02T17:40:00Z	0	0	0	0	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	353.10	-62.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.95E-06	4	2.73E+02	17	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-02T19:40:00Z	0	2.00E-05	0	-90	5.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	355.20	-64.8	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.10E-06	4	2.73E+02	18	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-02T21:33:00Z	0	2.00E-05	0	-90	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	355.40	-69	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.09E-06	4	2.73E+02	19	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-03T15:47:00Z	0	2.00E-05	0	-90	6.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.00	-33.1	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	7.92E-07	4	2.73E+02	20	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-03T17:34:00Z	0	0	0	0	6.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	351.20	-32.1	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	5.80E-07	4	2.73E+02	21	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-03T19:25:00Z	0	0	0	0	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	356.50	-71.5	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.79E-06	4	2.73E+02	22	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-03T21:48:00Z	0	2.00E-05	0	-90	5.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	357.20	-73.6	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.03E-06	4	2.73E+02	23	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-04T15:58:00Z	0	2.00E-05	0	-90	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	2.80	-78.2	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.09E-06	4	2.73E+02	24	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-04T17:45:00Z	0	2.00E-05	0	-90	6.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.3	353.80	-39.1	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	4.12E-07	4	2.73E+02	25	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-04T19:33:00Z	0	0	0	0	6.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	352.00	-38.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.38E-07	4	2.73E+02	26	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-04T21:32:00Z	0	0	0	0	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	6.70	-80	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.96E-06	4	2.73E+02	27	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-05T15:58:00Z	0	2.00E-05	0	-90	6.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	9.30	-82.2	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.29E-06	4	2.73E+02	28	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-05T17:49:00Z	0	2.00E-05	0	-90	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	13.00	-83.6	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.43E-06	4	2.73E+02	29	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-05T19:38:00Z	0	2.00E-05	0	-90	7.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	356.60	-51	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	1.83E-07	4	2.73E+02	30	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-05T21:28:00Z	0	0	0	0	7.23E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	355.70	-46.3	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.63E-08	4	2.73E+02	31	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-08T16:04:00Z	0	0	0	0	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	12.40	-85.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.44E-06	4	2.73E+02	32	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-08T17:53:00Z	0	2.00E-05	0	-90	6.98E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	32.50	-85.8	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.55E-06	4	2.73E+02	33	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-08T19:45:00Z	0	2.00E-05	0	-90	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	25.50	-84.7	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.64E-06	4	2.73E+02	34	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-08T21:39:00Z	0	2.00E-05	0	-90	7.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	4.30	-66.5	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	9.14E-08	4	2.73E+02	35	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-09T15:50:00Z	0	0	0	0	7.73E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	13.10	-60.9	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	6.50E-08	4	2.73E+02	36	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-09T17:47:00Z	0	0	0	0	7.83E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	33.20	-86	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.50E-06	4	2.73E+02	37	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-09T20:39:00Z	0	2.00E-05	0	-90	7.48E+02
jlsteindorf@ucsd.edu	10.1029/2005GC001141		0.2	44.50	-85.6	hw128d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	2.50E-06	4	2.73E+02	38	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	pmagpy-2.176	hw128d3	u	2011-08-10T17:29:00Z	0	2.00E-05	0	-90	7.83E+02
