3.346252671386359907e+02 5.511796094655375811e+01
9.780453691817058370e+00 5.269015001630857853e+01
8.942272394634699140e+00 4.102536979518798432e+01
1.597940305158653018e+01 4.377961925795653997e+01
1.112946503045691315e+00 1.712636756896944235e+01
3.547937300530816174e+01 5.149932978607914436e+01
2.991604749354314663e+01 4.099564341895784736e+01
1.644718130710589321e+01 3.003345694803488186e+01
3.544267554508856506e+02 2.248630146092382631e+01
4.495218893333117194e-01 2.425799909339450622e+01
4.551962514528042902e+00 5.318611167730444578e+01
6.698363753487001304e+00 4.549981084287848176e+01
3.580262778154483954e+02 3.223998199193307812e+01
3.484221699516807575e+02 4.539802542787234074e+01
3.518241015498775823e+02 5.130458907811779312e+01
3.492081485987304177e+02 3.239739605350129636e+01
2.426258852964883772e+01 3.250930246775705967e+01
2.130900046909459888e+01 5.491833592497214056e+01
9.025606633844972748e+00 3.823655211710468649e+01
9.831866220750157481e+00 5.050239801147520780e+01
