   62.5    44.2 
  317.7    52.5 
  340.8    69.6 
    2.7    58.1 
  300.9    56.7 
   93.9    75.8 
  347.7    76.8 
   25.8    78.8 
  347.6    63.1 
  351.9    47.6 
   40.3    57.7 
  337.5    60.0 
   22.4    47.2 
  349.1    62.8 
  302.2    58.5 
   33.8    49.3 
  330.7    52.2 
  333.4    48.7 
   23.0    72.9 
   89.2    65.2 
  146.4    83.2 
  352.1    53.1 
   37.1    47.5 
  348.0    64.4 
  317.7    47.6 
  336.6    43.7 
  341.1    66.5 
  308.8    68.3 
  334.9    33.5 
   20.0    63.3 
   17.6    59.6 
    0.1    64.3 
  358.3    68.4 
   51.6    60.2 
  322.6    84.8 
    0.5    57.0 
  355.3    15.8 
  359.7    54.4 
   20.4    47.3 
  332.0    51.7 
    0.1    72.2 
   40.7    37.7 
   15.6    54.4 
   21.7    45.2 
  348.9    54.9 
  304.0    45.1 
  324.6    64.5 
  349.6    42.0 
  353.9    10.5 
   46.6    61.9 
  354.9    72.2 
   24.1    79.2 
  359.1    81.6 
  348.6    72.2 
  348.9    45.0 
  355.3    34.9 
   40.2    60.6 
   23.9    56.1 
  317.5    83.5 
   36.1    58.3 
   29.8    47.0 
    5.7    52.1 
   30.4    77.9 
   42.8    75.1 
  345.2    55.0 
  344.0    46.3 
  322.2    66.2 
  238.3    39.5 
  126.8    22.9 
   21.5    27.9 
   11.6    27.5 
  318.8    54.3 
  316.7    44.6 
   39.9    58.7 
    6.9    52.0 
   22.0    77.3 
    6.9    42.7 
    8.2    42.8 
  350.2    66.2 
   75.3    75.7 
  348.5    57.8 
  248.2    64.6 
  335.1    61.4 
   29.9    70.3 
   47.4    60.2 
   74.2    45.9 
    3.4    54.8 
    6.3    41.3 
   94.4    75.8 
  342.4    39.9 
   13.8    73.3 
    9.9    74.5 
  338.5    52.6 
  349.1    78.2 
  324.2    61.3 
  335.3    40.7 
   55.8    63.8 
  358.0    41.6 
   64.3    62.5 
   39.7    77.0 
