  352.7    23.6
  339.7    21.8
    7.6    40.3
   45.6    30.3
   10.7    44.1
  342.1    39.0
  340.1    23.1
    2.2    24.3
   20.5    34.2
    2.7    23.2
  320.7    15.9
  345.4    19.8
    7.2    28.8
  348.2    42.4
    3.9    32.7
  352.9     0.8
    1.3    26.6
  355.1    25.1
  360.0    19.9
    9.7    41.2
  345.1    22.6
    7.1    16.4
    7.6    33.6
  353.8    24.6
    8.1    15.6
  332.7    28.4
   12.6    27.9
  329.0    23.9
  352.1    23.2
   24.5    28.8
  153.5    -5.8
  158.0   -23.7
  162.7    -5.9
  145.0   -22.9
  160.1   -11.9
  167.4    -5.6
  202.1   -30.7
  165.5   -26.4
  151.3   -19.2
  175.4    -8.6
  159.7   -35.7
  132.4   -46.5
  168.0   -45.6
  154.6   -22.3
  170.1   -11.5
  150.0   -14.2
  155.6   -42.9
  151.0   -11.3
  177.0   -24.7
  188.9   -15.9
  143.8   -20.5
  158.9   -20.6
  165.0   -11.7
  175.8   -34.8
  130.2   -23.0
  139.4   -23.7
  157.1   -36.3
  168.8    -8.0
  146.7   -46.9
  162.2   -19.0
