  349.8    22.0
    1.8    19.8
    5.9    14.3
    0.2    27.6
   28.0    22.1
   29.6    20.7
  343.5    35.0
    7.9    34.8
  356.8    26.0
  353.0    27.3
  338.1    26.5
   14.4    23.7
    4.8    21.5
  357.1    18.7
  170.3    -4.2
    8.1    25.2
  358.0    25.6
    8.6    14.6
   13.5    27.9
   10.0    21.9
  338.3     9.3
    0.8    23.0
  346.6    23.4
   13.3    21.9
  353.7    15.9
  350.3     6.5
  356.9    26.5
  354.6     9.7
   10.8    50.9
  328.9    18.8
  359.7    20.7
    3.1    38.4
   24.0    11.9
   11.9    22.8
  350.5    33.9
    5.6    21.3
   10.0    27.0
    3.8    22.1
  337.5    37.4
  353.8    30.0
   15.8    19.2
   25.6    19.6
  316.6   -14.6
  353.2    17.0
   13.4    12.9
  357.2    16.5
   10.3    17.3
    7.1    24.2
    3.5    23.5
    0.6    35.9
   13.8    17.2
  341.3    13.6
  356.3     7.5
    5.6    38.5
    6.5    31.7
   11.8     6.5
  352.8    28.9
    4.2    28.3
  344.3    25.8
   13.0    28.0
    0.5    26.9
    7.9    27.5
    9.1    30.4
    5.4    16.4
  356.6    34.7
  350.4    28.7
    4.0    29.4
  343.4    25.4
  306.3    20.7
    0.6     7.3
  359.7    32.9
    4.9     5.5
   20.5    16.1
    3.6    36.3
  348.2    28.6
   11.8    15.0
    2.9    24.8
   10.6    27.6
   24.3    25.5
  327.0    45.7
  358.9    26.2
   80.9    22.3
   15.3    31.0
   22.5    19.0
   42.6     9.0
    4.4    25.4
  328.5    24.9
  357.7    30.6
    3.0    50.1
   11.2    29.6
  356.4    31.5
   12.9    22.7
  340.5    31.7
  355.5    31.7
  335.8    11.4
  359.4    26.8
  315.8    42.1
   22.1    28.7
  282.1    -7.7
   21.7    21.5
